Date,SPY_bh,AAPL_bh,MSFT_bh,GOOGL_bh,AMZN_bh,META_bh,NVDA_bh,TSLA_bh,JPM_bh,BAC_bh,WMT_bh,PG_bh,JNJ_bh,XOM_bh,CVX_bh,HD_bh,MCD_bh,KO_bh,PEP_bh,DIS_bh,NFLX_bh,ADBE_bh,CRM_bh,INTC_bh,VZ_bh,UNH_bh,portfolio_comm_0.0,portfolio_comm_0.0001,portfolio_comm_0.0005
2016-08-12,109664.39988982279,102347.59191796902,129093.12345473336,152402.99585227252,250408.39653811147,159184.18441987355,320348.15662798047,102872.6398698157,109028.3089786739,84921.57782095727,90331.20629971859,101869.71815618809,123137.9201843142,100449.53531818131,97078.32543042616,136140.37167313535,134561.36893650726,109639.50382884449,120073.91866311607,105322.32975261158,193766.8470154447,139673.77112321483,137795.42796111866,100408.57316503595,123807.42089738756,145342.13731844275,85876.33029301389,85270.47168062245,82929.31518523794
2016-08-15,109980.62570862002,103577.52207110578,129494.16818211226,152197.17926624644,249089.20267669298,157934.9849623588,320043.2533224706,102863.5210200901,109695.99604568076,85548.09597720325,89634.36871108097,101846.30245474991,122228.5485107321,100403.83547576099,97658.00729804068,136628.8133113033,133435.55851530956,110162.43344698801,120217.67676999162,105605.11426984423,191199.06508540316,139521.71055379242,133220.80806471562,101396.08309356829,123715.09606607718,144060.3763554438,85664.64894230588,85059.80550668751,82724.90597884756
2016-08-16,109413.38886322214,103482.89811068228,128776.75205682265,151296.38286071102,247646.8336076914,157170.1627612751,318112.2237647775,101960.68966943257,109679.2614141522,86402.43768347852,89108.68291221785,101331.31995542637,120249.85141853821,100529.6135112392,97515.45930893293,135801.4375694673,132782.55458904503,109141.5207401773,119421.57586202155,105365.83643792142,190817.9096562341,139065.52884552508,131600.2581539113,102267.48295150405,121753.56400458215,143511.07768788573,85528.46120293363,84924.28255746876,82593.34094684225
2016-08-17,109619.20427190524,103331.54077088804,129045.75907073135,152095.17214755074,247838.06305564154,158534.10664167718,310743.96196504857,101791.97790394434,109979.73460852874,86288.53269579481,89157.6046303763,101776.09026450316,121229.19095201297,100746.8780118606,98158.84649631262,135721.66729082525,131836.85416183714,109714.20064317137,119941.27528313907,105354.95082931267,193325.50411550485,137821.40170778637,128831.8771342505,101715.60799812552,122699.73787189634,144151.97189910596,85201.0135596536,84599.22997949635,82276.00775210958
2016-08-18,109865.18359744381,103199.08930154005,129135.4505062375,151590.99418713496,247782.96681743738,157947.72889236314,315571.461727673,101915.09542080459,110079.87860055284,86345.47840230574,90832.40649824248,102337.88089065788,120639.62652800333,101661.6158305429,99436.0202258023,134375.95421455233,131870.5940460198,109813.83100751076,119731.13819386833,105115.69087195245,192904.2300829644,139162.29370365044,129827.82140319176,101570.37810709132,122007.44987860869,144619.85332264734,85396.88826592191,84793.9019231609,82465.50399463277
2016-08-19,109704.53689918597,103463.976472204,129180.29622399056,151005.5651874617,245465.4627512151,157501.57361537544,316384.4877879604,102594.49538483795,109929.66261251668,86687.25445133525,89010.89720550766,102185.70210735494,120639.61650395463,100392.40717745197,98254.88616923512,135033.88227332412,129483.8387922105,109365.61118315795,119609.51787293919,104832.92422928239,192322.46250551104,138678.46941302385,130790.02905410646,102354.58259756045,121038.19480346692,144487.59034613907,85256.02062733396,84653.84892175709,82329.24625365835
2016-08-22,109699.5231364521,102659.81472089283,129292.40571175826,150495.7040148188,246168.8053037301,158253.6518864548,317705.7107346337,101650.62921041524,109829.51037683175,86459.40375198225,88876.41196309197,101647.35045868356,119844.85980315374,100609.63162562603,97889.96198831024,134914.24138193848,129945.45330742128,108917.36539987748,119377.27737316609,104267.38200666095,191098.75901126105,138567.8779904296,130401.76316081846,102703.12476390145,121268.93276097275,144538.5001506608,85670.83289749845,85065.79909608875,82730.96205012899
2016-08-23,109920.42467915731,102981.4825750237,129785.61247474243,150427.69442399844,247131.48100258585,158534.10664167718,320276.6690469091,102521.53806425084,109779.421893498,87427.66402060309,87983.97821977397,102291.02621173636,120156.73803020827,100300.93406312453,97640.28984425584,135791.48202176255,129686.48576099286,109191.27102502783,119288.84081419384,104376.1129708104,192462.88718302455,139812.00512816836,131701.54661758634,102819.28953244672,121453.61207190159,144457.13782552708,85233.77506954892,84631.6402787975,82307.81045310598
2016-08-24,109358.21056565737,102205.69539741393,129920.11117508182,149863.0941791116,245446.00101895892,157399.6123647711,315338.49079288513,101509.27399410379,110079.87860055284,87712.44006447421,88301.82094024376,102185.70210735494,119422.33612660134,100643.95657300045,98139.62305895604,134635.08898642357,129326.17833567172,109191.27102502783,119543.15034902534,104212.98971274238,190938.26546634815,139812.00512816836,131363.9446085347,102093.17426349383,121222.82222985665,142280.18076367272,85205.64802105649,84602.95188615833,82281.55240790945
2016-08-25,109282.90546384436,101770.49771241333,130413.32755129595,149428.7572282901,246084.52883164756,157922.24103235448,313251.0188308494,100752.3572846205,110280.17482826186,88452.86999573484,87067.07537029007,102876.2558153744,119281.51829053082,100003.63809730049,97841.95876196191,135003.91878636062,129956.68900581448,108743.05120067505,119288.84081419384,103919.33746146355,195231.28126135032,140572.3079752805,135313.99816787237,101918.90659894513,121730.44573636947,139665.99616812647,83489.64124233945,82897.42572496449,80621.26994865041
2016-08-26,109077.05417850484,101174.45821633124,130099.4652064042,149791.34907539515,249254.51612031728,159286.15548104755,315796.5994225024,100310.06045901733,110530.58427028722,89933.73664558702,86969.29791066656,102501.72097258954,119754.30254724108,99786.43367535008,97294.62232091336,133937.29999929306,128842.10335334227,107871.55159171384,118813.39404800646,103549.55744817383,195752.8613680329,141083.7748482664,135094.54638070942,102412.6718190767,120161.27197171256,138974.23791812034,83266.68366654142,82675.6439771465,80405.76677196127
2016-08-29,109614.19050917139,101060.91261742947,130256.41079869503,150282.31465751308,249996.75740833278,161300.177139646,315592.9598941203,98125.9394029606,111749.03031878319,90218.5194767891,87287.17361948304,103344.38363577645,120639.61650395463,100438.16042313543,97995.62445331966,134814.55032350204,129934.1520310219,108419.3433728188,119410.49551056702,103179.7684976028,195191.14352655152,141415.54911604905,134908.84431317225,103254.96553106204,121153.56378221985,139635.43380974853,83489.85917217954,82897.46659372364,80621.64220206838
2016-08-30,109433.46185248577,100285.14120785175,129785.61247474243,149545.82267912728,248794.25975341588,160407.89601737962,313760.15471760894,96365.86442749115,112667.02790388519,92211.97214587983,87177.12449488656,102454.92448378095,120186.9304648783,100072.24793960199,97659.49113479516,134363.67441446515,130887.24091359343,107672.32331169464,118547.98124475774,103168.90970083792,195492.0617489779,141000.83655460997,134756.93127005856,103690.64836692094,120622.82200749435,139228.5581120499,83634.71784622892,83041.24421976124,80762.0535456429
2016-08-31,109122.2587655865,100379.74940024319,128821.58816134578,149154.94558651332,249306.37285798075,160764.8045420583,312283.79902500875,96671.37198442803,112667.02790388519,92355.03550724304,87336.04585512144,102185.70210735494,120056.12665345431,99637.72561376703,96583.97524960294,134383.70172249377,131227.63448436942,108145.45072713228,118874.2844178404,102733.86072230212,195492.0617489779,141429.36513393946,134064.83929054317,104242.50280856872,120761.24995784381,138394.42265792016,83158.2095073007,82567.51523874317,80301.15815227132
2016-09-01,109127.24562082805,100975.78101230923,129113.05168043585,149447.6382837455,249779.58722704506,160828.53400264966,321498.58034881024,91546.21316283128,112183.00135698901,91439.4856506322,89047.54725869313,103356.09148649554,119794.5591268011,99294.72980552267,96228.7070809908,134493.91970734563,130932.60996420644,107946.22244711308,119475.60260153361,102516.34517031554,195351.63707146439,142244.9636923487,128139.78515473512,104620.08274842425,121292.0880895705,138079.105891295,82741.4487460397,82153.35052774464,79897.8495852242
2016-09-02,109619.20427190524,101921.86293622358,129292.40571175826,150480.5875423988,250369.5225316227,161261.945349633,318342.08117201086,90182.84076433703,112650.3509779826,91553.9404121213,88631.9105844265,103227.36331869852,120036.02843582038,99957.91155324859,96920.11964153605,135415.69883344803,131420.46661155927,108718.16307878592,120121.4828191531,102690.36297427358,195351.63707146439,143171.14312677368,126772.462953918,104794.37092470369,122030.49402605122,138964.06877162203,83033.98950031894,82418.31999637053,80054.48982220724
2016-09-06,109950.52519388866,101893.48836252218,129157.84933203913,152586.1667998079,255694.93994343112,165366.43262571658,321345.7951038173,92485.5199123912,112566.86742453939,90295.05342036682,89243.16815463353,103742.33417999947,120468.55611297063,101272.84675039141,98360.5154140187,134363.67441446515,133031.6198565394,109041.90335530172,120177.12520453389,102016.0540383776,200788.1000225464,143074.37826864835,127312.6418903197,106217.54317736418,123484.29139987822,138313.04202649213,83041.50150660175,82425.98215342924,80061.48604136541
2016-09-07,109940.45282260043,102517.90243230568,129269.95881980682,152580.51265772004,254272.00787767398,167049.063051354,316611.1575360309,91974.82519106372,112099.55077818922,89837.2886730578,88094.02734437046,102934.71360281174,120327.7282528514,100895.48594232526,98792.58874478815,133051.10130341168,132657.19130055283,108668.39332473963,119386.52436760641,101918.17293371174,198902.3917441003,142383.19769730224,126620.54991080432,105898.0661335121,123945.85625981404,137950.2661918258,83475.56160191196,82857.25872470305,80480.5882223232
2016-09-08,109689.4956109844,99831.01400035684,128754.33400456108,151607.9420783289,254135.874667928,166054.80105734395,318902.0219210873,89991.33187453481,112249.76676622535,90752.83174233772,87812.83467708615,102735.81979685831,120186.9304648783,101821.69878717184,99983.36774025946,131518.0341163449,131806.21830328056,108643.48573365479,119019.03941259242,102331.45963231132,199925.4830900661,140834.94942071862,126401.08502204213,105839.99058648304,123692.01485824959,138410.19353048236,82776.94846895832,82163.52174426481,79806.181510268
2016-09-09,107064.06880209906,97569.87820220152,126019.18743020196,148896.22134701724,246382.7359844771,162013.99418900337,303018.163417818,88673.56677023323,111248.29387134103,90066.18462137418,85942.39541910622,100933.41596329368,118939.46767690366,99294.72980552267,97246.57480093057,127991.13607616418,130002.24386077833,105256.90350099621,115867.61329000499,100515.189579845,193586.2846031324,137379.04656398797,125253.18840518949,102935.48164996636,119584.36036925486,136550.20080174247,83483.79460278648,82866.71058942244,80488.50162547662
2016-09-12,108600.17269228566,99755.31956242764,127902.39033924222,150848.8335315917,250061.59687717093,164040.7793987455,309280.08509320224,90419.95042554958,111932.60015862451,90981.72090332316,87947.31991950184,103285.86765822618,119875.04221377507,99809.28359656024,98187.64843212161,128842.82930855137,131556.61748206906,107547.80482546613,118061.3624592651,101842.0541089821,198701.77959581607,138678.46941302385,125523.3040765888,104794.37092470369,121315.14706116707,138502.05451541225,83607.41993621486,82988.28071834013,80608.262409745
2016-09-13,107038.99101926568,102130.04037956492,126736.58432903163,148941.54169413797,246664.72090559127,162154.21666132973,304799.916626651,89394.00155803178,111047.98939997113,89951.72307255413,87360.51496128735,101881.39109283942,118315.77136708678,97430.93589619153,95479.69064882756,125967.18678592793,130172.46250550172,106141.94718046134,116468.92001521686,100819.70956517,192763.8054054509,136535.80542321943,123328.82550975704,103429.26738182867,118730.49650909702,136887.411896382,83615.40801838535,82997.13397265837,80615.62389737203
2016-09-14,106998.81813324608,105744.05756088569,126131.24885181985,149270.10694322834,246690.66163892887,162868.05333182644,307498.25775276084,89558.15389865723,110830.9832717161,89436.74791282786,87433.86455017833,101834.62951809859,118567.22462860649,96733.4892797622,94509.82615523612,126508.2243186333,130682.99821332723,105715.20187901102,116981.17142346423,100341.16283860565,194609.3950805256,136563.45855215724,124611.76030991047,103458.27780636885,118822.80651625339,136621.7326468229,83599.04430822033,82980.86638118193,80599.6704998596
2016-09-15,108068.04115518887,109339.18463979231,128216.243070904,151303.94109692101,249478.1653026865,163607.38767290147,319156.6887066116,91386.61372428629,111231.60870177757,89665.63707381331,88509.67226572377,103063.46504665392,119341.87308772477,97282.3012640953,95546.90623912384,127209.63526572644,131772.20517740544,106342.79789345898,117459.96406620252,100602.20295046466,195271.3998647217,137710.8208317707,124898.73773952345,106188.52591558041,119953.55592541822,138583.88365105126,82748.23819879192,82135.24819137022,79778.58840566709
2016-09-16,107650.29336790409,108724.24715728004,128350.7609977033,150688.30822254703,252340.2022078927,164525.1664657462,319920.36782621476,93657.37037551853,109862.8559849761,88635.64603037521,89084.24679439864,103051.82702407034,118959.59596668366,96081.6757516743,93952.87799550929,126357.9517177242,130796.47002336434,105790.52170760161,117237.27993986588,100667.45404114814,199564.39652829638,136756.9882684079,123717.09140304504,109412.52557043637,119722.81796791237,141506.56591858607,83913.44731560844,83291.10968495772,80904.54331725671
2016-09-19,107670.50089462928,107456.46584317068,127633.3640988736,150201.12175853414,251231.69952668052,163989.7938681585,324145.84479670547,94085.98892653332,110480.47929963176,89207.85875184242,88130.68564464261,103426.33859081003,118366.03194724464,95853.04970682276,94144.89090090262,126538.31370260086,130717.03319853774,105690.0736370411,117671.60221652864,100743.56392859649,196715.76524322788,137793.75912542708,123227.56324928046,107931.22991004169,118153.57749456233,140699.18511361434,83019.61597016949,82403.84243537352,80041.17914205625
2016-09-20,107675.53259569134,107446.98925589946,127364.32824527501,151030.11492007456,252891.23877696987,163977.03031701484,321193.00985882437,93310.83451759882,110931.15199472275,89265.0759515906,87983.97821977397,103672.08707568496,118657.74178832438,94378.01152682734,93818.44681491672,127079.38997284595,132123.97653225472,106292.5673684468,118373.19357041696,101091.58166195003,197096.92067239695,139093.18197446293,123075.63710456752,107873.1201767947,118315.08665273938,140484.67195669757,83552.41262308258,82932.79950906202,80555.556723295
2016-09-21,108886.37871882845,107428.09915348532,129494.15856888231,152021.5374847818,255976.9248645453,165634.14345093459,330204.2257858522,93575.29420520582,111565.42750429845,89551.20267431698,88252.94045751868,102759.21222225133,119623.55888010927,95247.03615227353,95671.73677444673,128361.89306870171,132668.53629562302,106769.56915383696,119297.43467519789,100482.55062858133,190336.44815292285,148990.88227191864,125219.45178716294,108773.56464548857,119699.69228762269,142978.1356943083,83329.56118849415,82710.39233066008,80340.97094565466
2016-09-22,109572.53771107469,108440.39892805764,129628.6957221415,154083.6568839834,260825.88840674874,165812.61733441328,331018.75918884453,94127.03027308085,112483.4663077047,89265.0759515906,88350.73441131554,104151.95766087384,120176.83624784219,95521.45549525585,96007.83687274539,129003.16398539944,133156.42573197896,107849.09711929238,120065.77168288424,101591.90854301312,192242.22529876835,149184.41198816927,125911.5699698768,109064.02442755691,120807.43460973004,144132.91504671218,83965.7777923693,83341.49299336836,80955.56548255518
2016-09-23,108972.16877347846,106633.39822141328,128754.33400456108,153896.72135341266,261166.20906660776,163110.25667589644,330662.4085470779,94592.12422299801,112249.76676622535,88807.33156627436,88448.53661219905,102712.35754332981,119522.9274552579,95418.52738098783,95278.02173112148,128041.2915057001,132940.89268498108,107296.78199504354,119531.26790387709,101439.62620714742,192462.88718302455,148562.35369258915,118821.75745900247,108018.35006782887,121292.0880895705,143591.32332906552,83871.60595992702,83248.29480983183,80864.50294548109
2016-09-26,108089.26219745776,106794.21638044665,127566.10994208895,151572.0840615403,259030.21594671346,162281.69520365173,327556.81307474,95294.32783412773,109796.12355038316,86346.78835717542,87556.07812762103,102817.72819980157,118486.76158972993,94972.59010765963,94855.51582539582,125696.67286176771,132214.7255631484,105564.54275263408,119186.04677810422,100014.88057334446,189694.5122361262,148272.05911821322,118484.12924675237,106449.93424964703,120345.91422225631,142783.96083038815,85023.34296694893,84392.18680955336,81976.35370915964
2016-09-27,108760.3081481896,106992.86993242058,129920.11117508182,153097.9175315033,264524.1863026869,164040.7793987455,338757.13539897354,93844.32636324031,110764.24259346229,87491.22737477171,88424.09224729319,103414.59582602319,119935.39701096903,95178.43298537993,95047.561951015,127069.33758129193,132611.80039060448,106920.19583155435,119698.32110331424,99753.86727332932,194729.7508906397,151645.01313470892,118247.828802975,107989.31913155793,121130.50481062329,143877.44155624005,83568.91208962101,82947.56793357298,80572.18918400838
2016-09-28,109300.11728975899,107806.50827100295,130099.4652064042,152971.4188204733,268611.44682461873,164729.09877752452,339979.0219903386,94054.07295249373,111348.43786336512,88006.2093218289,87763.92945310104,104702.02879828688,120106.42732980695,99363.30627078471,98091.64197942494,128522.21806116484,130682.99821332723,105815.63697010772,119575.81847932201,100275.89387335963,195552.24921974866,151354.71856033299,120898.07270234634,108744.47217402534,120138.15370349988,143489.08267525255,83020.06227711338,82402.79385711119,80042.1234157665
2016-09-29,108311.2669473477,106131.9590337066,128687.08946100637,151570.1799674182,268718.39980048634,163275.96700823147,343135.4470355295,91514.29066600934,109579.13390944983,86747.3426920672,86468.06472379601,103262.47523283318,117973.72075345962,98860.23418131929,97246.57480093057,128181.56013697981,130240.52154625507,105514.35116601338,119998.99165364218,99840.88064394899,193927.32142893015,149018.53540085646,120189.06655822037,108395.95735665872,120276.6631866965,141353.31477563255,82690.87713936466,82076.63203860685,79723.54366761282
2016-09-30,109128.57305711537,106955.05819152814,129135.4505062375,151838.33746710714,271395.7109878356,163505.4362328668,348837.40325130115,93032.69003262109,111148.11690467352,89551.20267431698,88167.3604390881,105041.42845089191,118838.8563001497,99797.81524580387,98831.0356195013,128932.97156345,130887.24091359343,106242.38227155802,121123.69888944399,100993.71843184675,197698.73798582228,150041.47969340676,120408.54454858179,109644.88929374487,119953.55592541822,143070.11567015134,81591.73966554302,80984.46622802183,78662.6816578491
2016-10-03,108866.2250070879,106453.63477185353,128731.87749937971,151143.430322946,271210.9605409669,164142.77008105884,348481.00318846223,97441.97349128207,111014.57784253999,89436.74791282786,88032.89169084575,103765.74988143764,119522.9274552579,99534.87092898581,98379.69455774079,128752.64831611305,130070.31383119938,105514.35116601338,120544.62161802924,100591.32627913721,205883.52614783062,149917.0617063436,119041.18304296696,109383.4604479475,119722.81796791237,141527.03235564296,81027.14244500297,80424.57503892347,78117.0990452154
2016-10-04,108311.2669473477,106907.71467525227,128328.3525586717,151598.52335320567,270332.56131419365,163403.41611884447,347717.37348993146,96397.78692431308,111972.91990384924,90409.49460719408,87715.03247620261,103402.91125134929,119533.0316963427,98620.08638244827,97246.57480093057,128452.08374552497,128776.84230751953,105037.38831901472,119264.01028513286,100700.04830600537,205301.77770180473,149834.12341268722,122602.98381061586,109034.93879333728,118292.02768114282,141189.80295470913,80187.78625465707,79578.65647570118,77245.06501046383
2016-10-05,108790.5252620543,106955.05819152814,129225.12271528372,151303.94109692101,273680.79531963886,163760.34426466248,347361.04755870096,95052.65874805237,113805.5351731041,92183.37033333667,87617.22202823243,103988.0826648744,119895.16047950639,99477.70273580911,98168.43606817366,127830.84982124077,128674.77014089107,104962.0684904241,118050.2018984412,100547.81959382737,213205.71650878616,150400.8965435487,115496.28333832942,110341.987300914,117330.40704532745,140617.4932751828,78812.03157402352,78213.09716955647,75916.85384122097
2016-10-06,108866.2250070879,107749.77489163222,129449.36091727902,151653.2914955889,272805.6603224181,164104.50885933684,342829.9753876882,91651.07993467564,114108.14347564118,92812.79346722113,84793.22986758313,104421.1567612547,119462.60273021006,99523.42260445311,98120.44391523395,130445.98238933338,129253.4195378084,104711.00023187812,118484.50125814124,100961.09735514567,210778.35925625812,150069.12227576604,120290.3550218954,110574.31000076099,117307.10347518937,139462.7230759261,78767.14812446908,78168.37112299427,75873.46200028622
2016-10-07,108492.87458211543,107910.60093468163,129583.85961761841,151205.72763139993,272082.856037647,164423.20521514188,340335.3973426413,89649.34891869554,114511.65418700069,92297.79115817115,83986.38438978238,105334.0548907335,119955.51527670035,99180.37339294562,98206.87186947817,128562.26299283713,128720.13919150407,104761.19830823071,118027.97244464407,100591.32627913721,210276.84801697495,150179.71369836025,119699.5384044558,110661.49169374045,116513.5294494791,139656.9070929934,78812.24833275155,78213.26289335712,75917.0415224191
2016-10-10,109057.93192063617,109793.31184728724,130121.9024851257,153747.533398683,272821.8578251218,166016.57907790065,341608.0640857871,91628.28281036165,115402.7527067442,93270.57857652294,83106.15633474398,104233.91261590742,120518.85678932325,101124.22546911096,99848.9365596669,127500.22491983992,130149.71786702289,104761.19830823071,118284.06950256441,100591.32627913721,207287.79205439295,151009.12827465992,126772.462953918,110429.08010972683,117143.6820011422,141108.0195848059,78236.99390007333,77642.27012983784,75361.68973485196
2016-10-11,107680.5912042457,110029.8244442498,128216.243070904,152878.8740321097,269350.4486120935,164282.97293224584,336669.78698961856,91240.7056058944,114847.92960045532,92183.37033333667,82384.88262828715,103625.29058687638,118345.87358531854,100323.79065974258,98946.29872978036,126097.45144757826,128981.11779678885,104284.24844069588,117560.22577791629,99906.12279735117,201791.14163254018,148424.11968763566,122248.46763695363,108250.73430286815,116466.84818843278,137705.0076135878,79175.77660728768,78573.8571640633,76267.88120022976
2016-10-12,107821.8465697118,111013.7417611047,128036.88903958161,153294.32992747583,270351.99831743806,164499.6589845982,338197.1452288248,91883.6301710254,114545.24710497058,91725.57843670393,82470.48738797776,103660.39086298845,118677.89012620178,99626.34404331325,98091.64197942494,126939.05355087174,130149.71786702289,104886.77462076116,118128.15394698847,99416.71727402195,199604.51513166775,149364.12568652953,121927.74048771488,107844.08240328019,117400.465997282,138062.67599213708,79325.89244438485,78723.02099005207,76412.89056149685
2016-10-13,107468.69470230045,110673.1680365276,127610.90759369223,151842.1311202818,268792.95777094667,162931.8024135571,332698.8532519714,91304.53755397357,113889.58753914606,90581.16656843136,83411.79336693416,103274.13653146193,118969.64006347628,98974.59059389636,96785.67738753486,126538.31370260086,130943.976818612,104836.51164708943,117949.99747913411,99101.3295546508,201068.94937757333,149308.8299752324,119226.88511050412,107379.38230563751,117377.13277883586,137132.7162403558,79796.90230156259,79190.68695417866,76867.66690770352
2016-10-14,107524.1600131165,111288.12128707193,128731.87749937971,151940.30098059395,266744.4558946638,163008.27580415277,335957.0115744769,89603.75467006756,113519.70272039984,91553.9404121213,83680.73911050551,103496.5507810568,118265.45064263676,98951.71397105463,97064.14039398966,126668.54931109643,129446.29538366906,104610.5910997091,118963.3397348049,99297.09176398249,203556.49410087217,149073.82056557504,125371.36483027664,108773.56464548857,117353.75508792762,136856.7946191211,79771.04761101083,79164.76709143147,76842.6290639993
2016-10-17,107150.83649563637,111212.42684914274,128283.5164541486,152363.3441823093,263499.9353645455,162574.88407830877,334022.4978311871,88441.01653388348,112931.25372149763,91840.03998552398,83399.60417282792,102794.28922231824,119200.98508331338,98951.71397105463,97333.0027551748,125386.0171620859,127540.15040752906,104434.86213894944,118985.60356404603,98785.9150234358,200206.33244509302,148589.99627494847,122940.57271806826,108308.80301265362,117703.87195785197,137071.39015436234,79779.86379600839,79173.39856878742,76851.0905584451
2016-10-18,107821.8465697118,111136.72452719754,129269.95881980682,155129.8330560042,265023.34140508884,163887.83261755417,339113.5601723486,90784.72398292049,113822.31926659775,93041.66226621378,84194.2027269157,102349.54218928663,116102.54160757072,99214.67831409637,97745.93016244801,125987.2334627264,126224.03261237967,105363.73746775983,119096.9570856957,99155.68609944424,238301.7108374658,149875.59255951538,122839.28425439323,109644.88929374487,117330.40704532745,146534.4079616271,78927.87085701303,78327.78232447132,76028.59402695858
2016-10-19,108109.44281669064,110805.60373784354,128978.5241404066,156140.1366761668,265036.29940725176,165850.87855613529,338400.8094677431,92818.38401850488,114915.14841103849,94243.3320582201,84218.64709182158,100887.09663341103,115277.6225442459,99672.03721032568,98206.87186947817,126137.52543240537,126235.36667778215,105564.54275263408,118328.60861952801,99982.2505593621,244480.43491091402,149834.12341268722,122923.7109598546,103138.82811149111,117587.19845354426,147535.90871163594,78129.35569740609,77535.10694185719,75257.63919488156
2016-10-20,107907.60074770541,110748.84670642471,128350.7609977033,155156.27234766955,262647.47687110986,165710.62665209992,344815.44225651183,90784.72398292049,114763.82777244825,94758.30043061543,84023.07567840123,100167.63407729391,115559.3183606791,99717.79713141701,97822.7685448312,126498.2494021587,125452.50736960169,105263.30886639506,117894.30925982793,100091.02620991797,247449.42200609663,150718.83370028395,122535.47126976507,102906.44387645183,114692.99732905804,148251.29123447032,77507.27777077035,76917.76990572437,74657.11795464718
2016-10-21,107958.07023411582,110313.60960134394,133753.84805578672,155615.14449603425,265457.6817676644,168349.25785002543,343848.197740135,91236.13965824926,115150.54614665323,95387.7507138236,83546.29510352321,99459.99575212176,114120.69696408653,99043.18040997419,97275.3988835568,126848.92098035803,129264.77546254627,105765.39346563171,117615.90253874112,101178.61290713226,255774.63484561848,150718.83370028395,124915.62570093555,102093.17426349383,112499.04476857457,148557.8942049961,77126.09881950692,76539.36662451252,74289.09283963406
2016-10-24,108417.20174457417,111307.03504153418,136758.03048374446,157820.79770787767,271648.5156750714,169891.61675048817,359986.797160537,92453.59741556927,115789.41337532325,95959.94986062894,84585.41977753649,99188.73672174361,114291.73730697315,99374.77462154109,96660.82470539473,128031.22942976115,128856.31192134923,106844.90196189139,119497.88934773742,101548.38398314072,255433.59801982075,153179.4348468236,126704.93731146799,102412.6718190767,112522.36316286668,147862.96896607146,76854.8786962159,76270.32333532795,74027.38145962918
2016-10-25,108053.92369088995,111874.6841958828,136735.63165794284,156463.04778316934,270705.3017084718,168629.70279467813,365892.31877308234,92262.08852576705,115671.7516039897,95673.85028722628,84793.22986758313,102573.67886622384,114643.84204144162,99157.50344551179,96766.4650235869,123582.51352593832,127891.87804370752,106794.69739580687,119408.78819684754,100874.08398452599,253788.6204930303,150718.83370028395,126704.93731146799,101947.97855867761,111658.79689389499,146933.01836743735,77617.41031242684,77026.82767645344,74763.37884274685
2016-10-26,107836.98651871852,109358.07474220647,135928.52409714708,155245.0234828585,266624.5449166333,167036.32893191936,367368.69917621865,92216.49427713906,116226.5417356352,96532.1693694271,85074.4060406941,103080.75914821312,115247.45015767329,99580.5907976298,97169.76963877323,122951.2562632549,127199.78962575615,106543.63562699278,119230.60881203049,101678.89510178893,254711.4057648539,149253.53426393532,126519.2352439308,101425.13454157,111168.66588913978,145349.02048510947,77562.76386238412,76972.24959818348,74710.47456971371
2016-10-27,107549.41717923197,108307.95534272566,134740.280808215,154348.03526556736,265253.4695885395,165315.47652683858,359834.0366260802,93023.5711828955,116394.69592968421,96761.08567973626,85367.82913751803,102113.69766163031,116394.26147269916,99386.19624444222,95950.18870749293,122500.39972298786,127165.75464054562,105740.29118258946,118740.58685758025,102255.3229330191,253708.38328628754,148009.40712619657,126164.77147666554,101105.64382323073,113292.59655805379,145052.65073311218,77625.23355461434,77034.06415525898,74770.68738881314
2016-10-28,107231.567941732,107588.9251965347,134224.66560619924,154765.38071998596,251627.14115375554,167354.95661373666,359223.16746200615,91181.42655989567,116192.90759936105,95444.96112624083,85563.40055093837,102420.33628066257,116022.05852059677,96939.28542962726,99695.30408853499,123822.9768036707,127188.44463068599,106016.46821390963,119230.60881203049,102070.4195204523,253908.97630314436,148742.0568443709,126823.08753335667,100902.36573414184,112522.36316286668,143427.79320184776,78192.6667859681,77597.52899996265,75318.61093560421
2016-10-31,107236.59964279406,107418.63833424616,134336.7366410471,152941.156805494,256002.8655978829,166972.57985018866,362277.66154559335,90160.04364002304,116445.15537775628,94415.01080678831,85600.1000866439,102373.14409908613,116686.02143402236,95269.88607348369,100588.35234656047,122249.88405370148,127721.71404732262,106443.2005358961,119375.36380678251,100808.82395656123,250498.6654394494,148617.6494038863,126873.75141759303,101279.93883675378,112265.66069957406,144429.257339268,78742.34049965219,78143.21872202381,75849.31631318295
2016-11-01,106459.64580232806,105479.1388541576,134067.72001390843,152106.4949667961,254573.4545310443,165073.2928039079,351535.5961141941,86995.56796507651,115957.55932571141,95044.44751533461,84719.87203160547,102432.1488735849,116032.11264143807,95647.21350451038,102249.60725387992,120125.73043262762,127358.63048640628,105740.29118258946,118829.72238391412,100482.55062858133,247349.11593195447,147732.93911628952,127363.25336815913,100263.3364367582,111238.6581324012,142487.62769097948,78507.36243797616,77909.80801931843,75622.37467328274
