Date,SPY_bh,AAPL_bh,MSFT_bh,GOOGL_bh,AMZN_bh,META_bh,NVDA_bh,TSLA_bh,JPM_bh,BAC_bh,WMT_bh,PG_bh,JNJ_bh,XOM_bh,CVX_bh,HD_bh,MCD_bh,KO_bh,PEP_bh,DIS_bh,NFLX_bh,ADBE_bh,CRM_bh,INTC_bh,VZ_bh,UNH_bh,portfolio_comm_0.0,portfolio_comm_0.0001,portfolio_comm_0.0005
2015-01-16,98150.2444411139,96945.03839555227,98887.93194525343,96395.05563443253,94237.00272507528,95831.73421047674,99155.50507193021,88035.19510718269,89502.31618017115,85921.77248160836,101012.79172625874,100895.56911385187,99540.74820902829,98157.9812712086,93373.59477060493,100667.11854006736,98102.10692297174,100925.52013741099,103017.76293777127,101525.32579741775,96675.64663985652,99156.76940580999,95611.07562033452,100247.53556682834,103402.3360643131,104951.37665163964,103228.27468214868,103208.22312190449,103128.0168809278
2015-01-20,98359.53988546916,99442.07972143564,99208.74465540463,96296.85670398109,93815.63891142148,97182.89491859582,99453.56355892756,87515.38153612959,89150.26239984673,85251.34708156987,100919.65737643349,100829.24402314803,96909.68602774918,98125.62556916197,94572.75633639819,99825.93286532575,97362.2230681785,102420.54669891026,103250.7138633874,101055.99340786132,99959.88139662864,98824.9951380273,96708.30835295079,99257.44799746365,103811.71990205682,104802.56478506031,103343.37714491723,103323.32558467305,103243.11934369635
2015-01-21,98856.04590274682,100201.2395092326,98203.57571778864,98270.2322355286,96347.07984064378,97820.25819849687,100844.55052677612,89631.11121924435,89438.32888464176,86089.3381076324,100861.45768576523,101034.17796282234,97493.29616683385,98965.8591603752,96073.88975513703,100096.64047718451,96868.97809465071,102895.1343040285,103134.226942098,100447.98122455947,117292.37116155408,98894.11741379333,97417.2882938783,100330.04058519422,103962.51860894586,108473.91957166199,102619.28997717737,102599.23841693318,102519.03217595648
2015-01-22,100326.17262178802,102808.03422230607,100791.2457313654,101463.50709136977,100583.43157448444,98980.23052484193,102583.25180400813,91933.78384451618,92158.74520929954,89888.24116635666,102793.96451806417,102025.24868999507,99272.87555574579,100043.13648579027,96748.98011138299,102552.44554446146,97458.75389328426,103891.78839294575,104722.55579134564,101493.32139312553,122783.2821551706,101575.90140552142,97906.82299844248,101512.6649339724,102992.92257826134,112968.86538686142,101781.23367415307,101761.18211390889,101680.97587293219
2015-01-23,99776.11172564834,103338.51024106088,100898.21214110569,102341.61425320555,101254.37912159212,99209.67031776828,102881.30411337144,91783.31630126148,90702.51076354188,87877.05320154327,103038.41641420958,100310.35114823641,97780.31475312421,97910.19680571051,94910.27383099963,101875.67167262208,96032.62899275789,102776.51498410956,104330.75593893089,101034.66905470824,125368.27280420715,102377.66285288325,98953.41805002086,100247.53556682834,101592.41803817886,111133.16511069267,100320.91371451257,100300.86215426838,100220.65591329169
2015-01-26,100009.7584505446,103448.271512267,100534.63978410224,101353.98534167297,100369.50707599033,98789.03233249826,102434.21638287543,94181.74989421679,90846.5604932611,88547.4378775962,103178.0973212308,99753.56487179264,97837.72248000177,98847.40404735321,96713.43446972713,102832.81817247716,97222.80422702713,102040.8649332982,104500.1925024865,101301.33071649737,127976.16377190633,100552.94656639262,100911.55686827758,98487.35557775837,101183.03420043517,110746.20666122115,99728.08827505945,99708.03671481526,99627.83047383856
2015-01-27,98690.58276336538,99826.220518609,91231.8210216537,98421.29521424111,99426.2931093907,96596.54660099078,97516.17721581076,93921.84310869023,89934.39942004198,87318.41514193802,101897.54743188195,96312.58564857245,97675.03216967828,97974.80807868544,96162.72063905084,101672.58043632221,96043.3182077662,100593.27182235631,102414.18743325434,100234.65725749692,130157.05084454252,98783.5259911991,97552.33957877835,94031.89998042498,99868.70987981687,109158.58413261666,101299.45537482141,101279.40381457722,101199.19757360053
2015-01-28,97424.89917089944,105469.68591893451,88088.09294762876,96767.06620666078,98505.774193335,97182.89491859582,95926.4990044434,90907.84149978074,87614.01498186437,84916.16831820528,101071.02440527371,94820.48059214259,97091.45210273968,94743.11628600598,92121.14796255372,101266.50449195669,95196.23617219429,99477.94649566483,101355.32063122481,98847.99337926203,126801.16889195458,97110.8702741309,95121.53436497072,92904.28125630521,99222.26558287277,107620.58996793102,102031.46286497949,102011.4113047353,101931.2050637586
2015-01-29,98325.45706187584,108753.31552439231,89841.73835652797,96918.14372044294,101056.65830805461,99426.36618069028,98261.32961093816,93566.18187826258,89086.2833479782,86201.08472408006,102118.74254360276,95399.495491721,97952.54795780557,94344.54103166293,91490.47304826467,104051.01695241896,100010.68921500831,99905.11362968954,101683.57174613504,99434.6633348482,127185.19403524182,99032.35141874684,98075.63055376791,94086.912442327,99351.59891472368,108543.38280548355,100286.12212668298,100266.0705664388,100185.8643254621
2015-01-30,97089.03088271554,107161.80862796756,86398.64468838762,101510.716997543,114913.13347304812,96762.2569333258,95380.06256337094,92836.61519517371,87021.92228486581,84636.83571374079,98928.96734763961,93862.74116164922,95809.4364189126,94172.18199992283,91073.00554345909,100957.12713108522,99120.75195239385,97698.1764567193,99301.08993074493,97023.98364120034,126612.03560014283,96944.98314023954,95290.35502189539,90869.10733016099,98489.71518723463,105427.68812371833,102124.06751738428,102104.01595714009,102023.80971616339
2015-02-02,98291.39217661074,108506.38814225067,88280.58826430346,100500.42064491523,118134.96513487543,95589.54067697641,97466.48432762043,96183.48091019687,88766.21497175762,86368.69786142062,99778.80488827919,94787.03873424866,96469.57014573664,96499.02892841413,94208.54085362471,100966.82120039695,99195.77319147061,98694.86299429611,100942.36842225879,98058.67057047113,126402.82387521795,98299.7017005725,96691.4334931379,92546.76178913434,101226.12801620577,106459.63224119201,102406.55152808069,102386.4999678365,102306.2937268598
2015-02-03,99712.7983962417,108524.67117543033,88964.92526530832,100708.14859259827,117836.77034655176,96112.1595339901,99900.65746705761,99566.81550134008,90766.53927737553,88770.92432316057,100337.59449305735,95711.31303080294,98029.08156959362,99375.24190009345,97290.83521516685,103683.61075706614,100707.70691309132,98789.74287487466,101863.57302948496,100373.31917667978,130945.16043280262,99419.4108512481,98936.53663940835,92684.26559491506,103057.57812607128,106975.60429992888,101971.80403668877,101921.40984579967,101719.42179039595
2015-02-04,99333.10677224808,109356.99463201001,89478.18522598445,99348.50184130261,118225.72060803942,96405.34840864711,100149.02306586463,99653.4510965156,90222.4494175153,88212.27268889346,100873.07783089086,95533.09999098053,96976.65669708197,98524.22084972869,96242.64850243776,104814.8340759804,100847.11482457501,98908.4141126489,102287.17016761466,108031.99725446719,128592.31052449478,99917.06170634361,99577.99093788584,93072.06721393332,102992.92257826134,107084.75557985004,106766.56294305321,106716.00748488354,106513.38901737807
