Date,Close,High,Low,Open,Volume
2015-01-02,25.73298454284668,25.88093849816291,25.705586126758156,25.754904111863564,11421200
2015-01-05,25.519269943237305,25.842576218932106,25.513791097030367,25.798739178182124,18964500
2015-01-06,25.776817321777344,25.963129431727616,25.464470856620224,25.639823184765813,22950100
2015-01-07,25.610471725463867,26.081763352040674,25.532847769699117,26.01522671987589,20793600
2015-01-08,26.159395217895508,26.19266354403759,25.57721325852527,25.738004880474996,17617500
2015-01-09,25.926517486572266,26.231471811870016,25.848893518349023,26.18711404997416,13037600
2015-01-12,26.10395050048828,26.209297028820416,25.87662010787002,26.059592731656963,12730300
2015-01-13,26.159395217895508,26.503159460984488,26.020780364945697,26.325732618416318,13072800
2015-01-14,26.042957305908203,26.24810668074065,25.82117271169851,25.993055877965755,14795900
2015-01-15,26.11503791809082,26.35900141731875,25.948700514586676,26.20375134096602,12475800
2015-01-16,26.60850715637207,26.63068392458312,26.12612596239769,26.1316717407715,18050200
2015-01-20,26.71385383605957,26.752665824524875,26.45325724342559,26.691674952623753,16460300
2015-01-21,26.75265884399414,26.835828577629723,26.39780526199146,26.553053175344086,24880200
2015-01-22,26.50315284729004,26.88018532243503,26.009684432345814,26.680579645582473,38451100
2015-01-23,26.14276123046875,26.575238880252563,26.048502033793334,26.53088111355949,24317800
2015-01-26,26.03741455078125,26.11503853323865,25.776820054687814,26.04850399328872,15064400
2015-01-27,25.699199676513672,25.976429455613477,25.6881123466336,25.87108290098988,17008900
2015-01-28,25.53285026550293,26.076220124064054,25.52176082572482,25.965329956471706,19575800
2015-01-29,25.566131591796875,25.66038870522325,25.15583057164062,25.505140699534888,19161600
2015-01-30,25.344343185424805,25.787910361496525,25.26117552965237,25.410879848156913,22768000
2015-02-02,26.048503875732422,26.142763079073084,25.372062691493728,25.616026195367294,23172300
2015-02-03,26.519790649414062,26.59741461684849,26.176024343498064,26.198203224220606,21481800
2015-02-04,26.50315284729004,26.785928261195917,26.42552888742388,26.431072549516774,19937400
2015-02-05,26.53643226623535,26.686136586501252,26.359005393719137,26.64177881082462,18762300
2015-02-06,27.351484298706055,27.589899904245684,26.614052252302972,26.75266710778372,47425400
2015-02-09,27.21841812133789,27.429113332712223,27.157427235274646,27.196239232752124,21052900
2015-02-10,27.451284408569336,27.47900907109479,27.174054704073164,27.307125892873035,15100800
2015-02-11,27.61762046813965,27.656432452705815,27.25722105134579,27.384746445648126,19402900
2015-02-12,27.456830978393555,27.71742758496045,27.307126679839904,27.645347267487615,20447300
2015-02-13,27.340389251708984,27.501180843632483,27.18513920713213,27.406923776473686,14619600
2015-02-17,27.268310546875,27.345934516163684,27.107516830437273,27.140785152315797,15363700
2015-02-18,27.13524627685547,27.340397807982338,26.991087742234622,27.290496370018378,13513400
2015-02-19,27.118606567382812,27.246131963335458,27.0243494936722,27.0243494936722,11609800
2015-02-20,27.15186882019043,27.157412481777616,26.846914555543222,27.079788528992538,13481500
2015-02-23,27.040977478027344,27.168502849837733,26.913452106216955,27.135234533893833,12255700
2015-02-24,27.290498733520508,27.395845282747963,26.78594064600754,26.985544300055043,16307000
2015-02-25,27.27940559387207,27.390297907829492,27.185146386725027,27.345940136208537,11398900
2015-02-26,27.373659133911133,27.423560562962,27.124151988656788,27.201778078920675,13581400
2015-02-27,27.41801643371582,27.5344523944904,27.196231838349775,27.290491031663475,17571200
2015-03-02,27.42911148071289,27.451288252706064,27.179604288707676,27.23504939133324,10914400
2015-03-03,27.473459243774414,27.551083211178693,27.3237549715971,27.440193037797997,11381400
2015-03-04,27.207319259643555,27.479005263041135,27.124149513782488,27.479005263041135,13870600
2015-03-05,27.1241512298584,27.290490732104402,27.06316247614211,27.26831184979232,9653500
2015-03-06,26.77483558654785,26.963351801340774,26.741567272727682,26.885727850854398,15644900
2015-03-09,26.741573333740234,26.957812134847092,26.71385079015375,26.758206436873223,13119000
2015-03-10,26.342365264892578,26.797023920532194,26.314642717804674,26.675042175231706,18764700
2015-03-11,26.43661880493164,26.630678708107492,26.259192003429625,26.375627945335136,14392800
2015-03-12,27.018796920776367,27.03543002016704,26.50314968872529,26.58077363934046,15806000
2015-03-13,27.07979393005371,27.129695354667536,26.874644568905552,26.891277672078658,20717400
2015-03-16,27.318218231201172,27.390298554238832,26.963364510238875,27.146335034755992,16111200
2015-03-17,27.14078140258789,27.334841298998594,27.096423646211594,27.174047604775875,15679200
2015-03-18,27.467927932739258,27.551095600173067,26.880200020101363,27.029904359596735,17978300
2015-03-19,27.334842681884766,27.445734963341376,27.16850531724702,27.296030700639104,13625000
2015-03-20,27.479005813598633,27.667522074912178,27.273854333722877,27.357024081250295,26280800
2015-03-23,27.523359298706055,27.63979524402046,27.41801279319698,27.60098326224899,13131700
2015-03-24,27.39583969116211,27.6675257359533,27.3847502490181,27.467920007550767,11419600
2015-03-25,27.018796920776367,27.395829350987782,27.01325325934415,27.379196251597108,14915500
2015-03-26,26.846925735473633,27.140790684227287,26.835838407682143,26.957818049243222,17919400
2015-03-27,26.924549102783203,27.013262521775292,26.80256735850855,26.880191335739784,11716500
2015-03-30,27.235036849975586,27.33483968081985,27.007708649740124,27.01879808817772,11157600
2015-03-31,26.963356018066406,27.251675104315254,26.935633476427824,27.21840678529234,12785700
2015-04-01,27.1241512298584,27.318213277447192,26.852467324366565,26.863556765522606,13573600
2015-04-02,27.42911148071289,27.501189691107108,27.09089085544972,27.107523963218373,13344200
2015-04-06,27.517818450927734,27.62316496721186,27.390293052764445,27.467917024246916,14130000
2015-04-07,27.318218231201172,27.617626851423744,27.307128788034227,27.617626851423744,11498700
2015-04-08,27.548107147216797,27.632213659116527,27.3013895787785,27.335033466921498,15498600
2015-04-09,27.480817794799805,27.576141069585216,27.290173384200695,27.424746790082537,10810900
2015-04-10,27.59857749938965,27.6153983773819,27.441574795230288,27.497647953491587,9241900
2015-04-13,27.497636795043945,27.761173045526963,27.49763679504394,27.626601798252956,12235700
2015-04-14,27.576139450073242,27.677068963814232,27.435959807540936,27.58735407815242,11956500
2015-04-15,27.693893432617188,27.755572825576188,27.503249008458393,27.55932215613561,11055800
2015-04-16,27.626615524291992,27.794830736446446,27.525685969204826,27.62100713846911,11724100
2015-04-17,27.419137954711914,27.54249458122983,27.306993816900743,27.463994326453466,18105100
