Date,Close,High,Low,Open,Volume
2015-01-02,39.68174362182617,40.24183655757359,39.495048134744195,39.59688233108443,27913900
2015-01-05,39.31682586669922,39.656274166635725,39.24893426436205,39.350768430618025,39673900
2015-01-06,38.739768981933594,39.673256065034195,38.64641962617343,39.359265426136794,36447900
2015-01-07,39.231964111328125,39.427147625842196,38.60398293197851,39.019807695041095,29114100
2015-01-08,40.38610076904297,40.52188076357751,39.64779725108958,39.67325498842405,29645200
2015-01-09,40.04665756225586,40.58129281915088,39.80055849616231,40.40308214593624,23944200
2015-01-12,39.545963287353516,40.343673657634284,39.34229489635681,40.24183622488522,23651900
2015-01-13,39.3422966003418,40.65766607643976,39.08770948194394,39.85995890885959,35270600
2015-01-14,39.002838134765625,39.24045554269455,38.71430525440573,39.002838134765625,29719600
2015-01-15,38.59549331665039,39.35925767959362,38.536089781449235,39.223477708098144,32750800
2015-01-16,39.240455627441406,39.2743981967186,38.3324231077078,38.45123343055399,35695300
2015-01-20,39.367759704589844,39.588404277913234,38.67188664211078,39.29138323493964,36161900
2015-01-21,38.96889114379883,39.15558983637153,38.59549699590361,38.98586404651,39081100
2015-01-22,39.995723724365234,40.004208555612564,39.10466752991335,39.359254551578225,35898000
2015-01-23,40.038169860839844,40.216380521296635,39.715691115310264,40.190922780445916,26211600
2015-01-26,39.893898010253906,39.99573543854628,39.240458983589264,39.88541317652149,42525500
2015-01-27,36.20237731933594,36.66063603866628,35.73563376620344,36.448479583856006,169164000
2015-01-28,34.954891204833984,36.31269425891968,34.92943346990898,36.27026362162797,84507100
2015-01-29,35.6507682800293,35.74411763558724,34.615447009819725,34.73425410334783,63585300
2015-01-30,34.284488677978516,35.285867528840576,34.24205479191153,35.260406549750186,78004900
2015-02-02,35.03127670288086,35.107653164650266,34.14022014040515,34.44572598748275,50352500
2015-02-03,35.302833557128906,35.58288163747965,34.836089993795,35.32829453359303,52082400
2015-02-04,35.50650405883789,35.82049470245216,35.099164058061135,35.59136534503075,41614800
2015-02-05,36.0241584777832,36.185396181342945,35.52346922886102,35.82897497223725,36548200
2015-02-06,35.99021911621094,36.31269781828752,35.769577838316714,36.21934846474558,34616600
2015-02-09,35.94779586791992,36.27027463631871,35.82050068013719,35.845961660044395,31381100
2015-02-10,36.15147399902344,36.29574213309792,35.79505255704879,36.27028438360029,29670700
2015-02-11,35.96477127075195,36.19390068230769,35.82050316543849,36.19390068230769,38262500
2015-02-12,36.56727981567383,36.56727981567383,36.07507537903712,36.202370522925925,33268800
2015-02-13,37.229209899902344,37.229209899902344,36.618201575119926,36.81338510471364,40264900
2015-02-17,37.24629211425781,37.605249751493226,36.912970116455476,37.5796108517728,33695700
2015-02-18,37.20357131958008,37.348866084116686,37.08391872542562,37.28903978703946,27111700
2015-02-19,37.17793273925781,37.20357164957871,36.79333278300086,36.90444016153924,27603400
2015-02-20,37.48561096191406,37.502704654763036,36.998452126728196,37.18647622748982,29721100
2015-02-23,37.73345947265625,37.767643593404486,37.30612699056631,37.34885958671769,32518800
2015-02-24,37.68220138549805,37.86168035498053,37.53690655761454,37.73348248833165,25271700
2015-02-25,37.59672164916992,37.68218686065939,37.43433318293555,37.5625342604586,29759800
2015-02-26,37.65654373168945,37.80183522700649,37.51124897608395,37.59671743828968,28957300
2015-02-27,37.477046966552734,37.77618157710894,37.31466184216201,37.716355307055146,33807700
2015-03-02,37.50270080566406,37.76764486690921,37.22065979303615,37.32321867931529,31924000
2015-03-03,36.98991012573242,37.45997861064957,36.8275249056723,37.229218607223636,31748600
2015-03-04,36.801876068115234,36.93007386192282,36.64803610731554,36.759140209891136,25748700
2015-03-05,36.84461975097656,36.95572714726773,36.59676604397675,36.8104323582271,23193500
2015-03-06,36.20361328125,36.84461209073307,36.02413439706399,36.75059841036272,36248800
2015-03-09,36.62240219116211,36.86171066203674,36.058323294575224,36.058323294575224,32108000
2015-03-10,35.92155838012695,36.50273067064123,35.92155838012695,36.1950508391587,39159700
2015-03-11,35.87882995605469,36.2121487253911,35.75917739888651,36.16087092105483,32215300
2015-03-12,35.0583610534668,35.59680095262758,34.92161477466436,35.323308395022714,59992500
2015-03-13,35.36603927612305,35.44295925797711,34.70794682254682,34.784866804400885,58007700
2015-03-16,35.5198860168457,35.588257535822976,35.280577549702954,35.4429660203157,35273500
2015-03-17,35.639530181884766,35.75063754174093,35.16946509673844,35.357489174624085,31673400
2015-03-18,36.32326889038086,36.60530995493892,35.323312229396066,35.40877744031673,44194800
2015-03-19,36.143798828125,36.40019778386317,36.08397251379575,36.11815665034846,33879100
2015-03-20,36.648040771484375,36.7335059782332,36.314721900759864,36.37454819754177,71904500
2015-03-23,36.630950927734375,36.86171092255384,36.56257614691869,36.6480446229383,26246100
2015-03-24,36.665138244628906,36.89589497869671,36.53693716100103,36.562576073611005,25513300
2015-03-25,35.43441390991211,36.690772637666605,35.41732021684806,36.68222416099029,43469900
2015-03-26,35.220760345458984,35.56262780951596,34.97290659703217,35.22930882521978,37495600
2015-03-27,35.0156364440918,35.40878167783834,34.895983830367996,35.14383427581478,34401400
2015-03-30,35.0070915222168,35.502798984048304,34.96435890730121,35.12674414809626,35049700
2015-03-31,34.75068283081055,35.06690800488625,34.64812393170546,34.85324172991563,34887200
2015-04-01,34.80196762084961,34.836151750670034,34.45155502295079,34.699405450521446,36865300
2015-04-02,34.4344482421875,34.81904808404086,34.28915351958169,34.750673329805714,37487500
2015-04-06,35.51134490966797,35.70791755042352,34.340454284172054,34.4772006107972,39223700
2015-04-07,35.49424362182617,35.819017300725484,35.306219500601436,35.56261840066346,28809400
2015-04-08,35.40024185180664,35.631001917655674,35.07547132383245,35.43442925273761,24753400
2015-04-09,35.45151138305664,35.571163986974554,35.254938782293074,35.254938782293074,25723900
2015-04-10,35.656639099121094,35.853211736477924,35.391691669489084,35.57971908795629,28022000
2015-04-13,35.69081115722656,35.94721328120267,35.374586000688055,35.383134476974426,30276700
2015-04-14,35.5968017578125,35.921572139634165,35.374587012051855,35.724999563177306,24244400
2015-04-15,36.118141174316406,36.28907482499612,35.62243717366228,35.69080867776123,27343600
2015-04-16,36.03268051147461,36.18652049040821,35.7420942468543,35.853201622814936,22509700
2015-04-17,35.571163177490234,35.67372534447641,35.17801798490981,35.613895783590046,42387600
2015-04-20,36.67367935180664,36.89589084352939,35.62244166885977,35.66517427185007,46057700
2015-04-21,36.44292068481445,36.87880172763278,36.34890699870506,36.75060065379475,26013800
2015-04-22,36.7420654296875,36.86171805899074,36.36601058297489,36.46856951376486,25064300
2015-04-23,37.04118347167969,37.27194342687697,36.57966356128511,36.65658354635087,46309500
2015-04-24,40.912818908691406,41.143578885299455,39.01546453483982,39.0240097516229,130933700
2015-04-27,41.0495719909668,41.13504047438221,40.35729520689297,40.36584042508987,59248200
2015-04-28,42.01533126831055,42.0580638662516,40.76752115081768,40.83589265546571,60730800
2015-04-29,41.929866790771484,42.14353304442552,41.45125320888266,41.639280555390464,47804600
2015-04-30,41.57091522216797,42.34011521397751,41.53672783135665,41.62219630838495,64725500
2015-05-01,41.5880126953125,41.77604010156561,41.36580115543191,41.519641167768214,38937300
2015-05-04,41.22904968261719,41.76748639815064,41.177768598156845,41.34015380851454,34039500
2015-05-05,40.68205642700195,41.160670044601325,40.43420603208964,40.870083787538945,50369200
2015-05-06,39.55391311645508,40.82736597920261,39.33170155008509,40.656432249531235,52433000
2015-05-07,39.912872314453125,40.24619127778183,39.45135224509512,39.54536595481133,32971700
2015-05-08,40.81026077270508,41.00683336529706,40.613688180113094,40.63932709123284,35364900
2015-05-11,40.48549270629883,40.94701273205212,40.48549270629883,40.63933271488326,24609400
2015-05-12,40.46839141845703,40.75043246805131,39.673552609967786,40.041058865948344,29928300
2015-05-13,40.707706451416016,41.29742429559118,40.65642536311372,41.18631690108079,34184600
2015-05-14,41.6392822265625,41.7247474273389,41.0495612562247,41.0495612562247,32980900
2015-05-15,41.28032302856445,41.80166925300937,41.066656756925624,41.767481867077905,28642700
2015-05-18,41.03246307373047,41.21194519218123,40.69059904774745,41.006824168360964,24136500
2015-05-19,40.92925262451172,41.12710275072942,40.58516345105981,40.91204783769137,28574800
2015-05-20,40.92925262451172,41.23032819017397,40.662583351012614,40.765808790457164,25047900
2015-05-21,40.79161071777344,40.94645050396768,40.4389208228815,40.67118050217287,22410700
2015-05-22,40.344303131103516,40.73139935066199,40.27548398359597,40.688389024208554,25720600
2015-05-26,40.07762145996094,40.32708587029538,39.73353239181159,40.28407555714585,29581900
2015-05-27,40.955055236816406,41.09269024006445,40.10343639820347,40.275480972632856,27335600
2015-05-28,40.81741714477539,41.30774201183433,40.76580279190921,40.86042746475867,19283700
2015-05-29,40.30988693237305,40.92064199947518,40.07762726992357,40.80021179260738,36519600
2015-06-01,40.62816619873047,41.09268551179741,40.103431783763405,40.481930460252144,28837300
